id,date,price,coin,version,lag_1,lag_2,lag_3,lag_7,lag_14,rolling_mean_3,rolling_std_3,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_min_7,price_diff,pct_change_1,pct_change_7,day_of_week,day_of_month,month,is_weekend,exp_moving_avg_10,volatility_10,target
59,2024-08-28,146.82,solana,1,157.04,158.63,160.64,142.52,146.77,154.16333333333333,6.4090118843185975,151.69,7.4996177680375915,160.64,142.52,-10.219999999999999,-0.06507896077432496,0.030171204041537836,2,28,8,0,150.59036673101087,7.395053076212674,143.83
60,2024-08-29,143.83,solana,1,146.82,157.04,158.63,142.52,143.87,149.23000000000002,6.926911288590629,151.87714285714287,7.244666346781545,160.64,143.25,-2.9899999999999807,-0.020365072878354318,0.009191692394050044,3,29,8,0,149.36120914355433,7.270230395249003,139.93
61,2024-08-30,139.93,solana,1,143.83,146.82,157.04,143.25,142.88,143.52666666666667,3.455001205982211,151.40285714285713,7.975411617978649,160.64,139.93,-3.9000000000000057,-0.027115344503928274,-0.02317626527050609,4,30,8,0,147.64644384472626,7.7369624386951985,138.22
62,2024-08-31,138.22,solana,1,139.93,143.83,146.82,152.93,139.12,140.66,2.875360846920929,149.30142857142854,9.32904680477655,160.64,138.22,-1.710000000000008,-0.012220395912241888,-0.0961877983391094,5,31,8,1,145.93254496386695,8.229276260873766,135.3
63,2024-09-01,135.3,solana,1,138.22,139.93,143.83,160.64,141.69,137.81666666666666,2.34120339426965,145.68142857142857,9.109817833106012,158.63,135.3,-2.9199999999999875,-0.021125741571407786,-0.15774402390438236,6,1,9,1,143.99935497043657,9.074000036735152,128.79
64,2024-09-02,128.79,solana,1,135.3,138.22,139.93,158.63,142.47,134.10333333333332,4.827549412832622,141.41857142857143,9.022046014386502,157.04,128.79,-6.510000000000019,-0.04811529933481162,-0.18811069785034362,0,2,9,0,141.23401770308445,10.835784389389474,134.98
65,2024-09-03,134.98,solana,1,128.79,135.3,138.22,157.04,144.57,133.02333333333334,3.6696639264843873,138.26714285714286,6.004020081815903,146.82,128.79,6.189999999999998,0.04806273779020098,-0.14047376464595007,1,3,9,0,140.0969235752509,11.083370726754127,127.58
66,2024-09-04,127.58,solana,1,134.98,128.79,135.3,146.82,142.52,130.45,3.9694709975018294,135.51857142857142,5.83767484697784,143.83,127.58,-7.3999999999999915,-0.05482293673136751,-0.13104481678245472,2,4,9,0,137.82111928884166,10.628256677367384,133.57
67,2024-09-05,133.57,solana,1,127.58,134.98,128.79,143.83,142.52,132.04333333333332,3.929126281164936,134.05285714285714,4.548800993248646,139.93,127.58,5.989999999999995,0.04695093274807949,-0.07133421400264217,3,5,9,0,137.04818850905227,8.843325417762783,129.27
68,2024-09-06,129.27,solana,1,133.57,127.58,134.98,139.93,143.25,130.14,3.088316693606452,132.53,4.005221591870872,138.22,127.58,-4.299999999999983,-0.032192857677622144,-0.0761809476166655,4,6,9,0,135.6339724164973,6.4469707787632755,126.17
69,2024-09-07,126.17,solana,1,129.27,133.57,127.58,138.22,152.93,129.67,3.7161808352135424,130.80857142857144,3.7323157626825685,135.3,126.17,-3.1000000000000085,-0.023980815347721895,-0.08717985819707708,5,7,9,1,133.91325015895234,5.811127639662553,127.69
